id,title,type,date,cve_id,cvss_score,base_severity,type_cwe,epss_score,link,description,vendor,product,versions,epss_high_risk
CERTFR-2025-AVI-0485,Multiples vulnérabilités dans les produits Schneider Electric (10 juin 2025),Avis,"Tue, 10 Jun 2025 00:00:00 +0000",CVE-2025-3112,6.5,MEDIUM,CWE-400,0.00044,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0485/,"CWE-400: Uncontrolled Resource Consumption vulnerability exists that could cause Denial of Service when an
authenticated malicious user sends manipulated HTTPS Content-Length header to the webserver.",Schneider Electric,Modicon Controllers M241/M251,Versions prior to 5.3.12.51,0
CERTFR-2025-AVI-0485,Multiples vulnérabilités dans les produits Schneider Electric (10 juin 2025),Avis,"Tue, 10 Jun 2025 00:00:00 +0000",CVE-2025-3905,5.4,MEDIUM,CWE-79,0.00029,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0485/,"CWE-79: Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting') vulnerability
exists impacting PLC system variables that could cause an unvalidated data injected by authenticated
malicious user leading to modify or read data in a victim’s browser.",Schneider Electric,Modicon Controllers M258 / LMC058,All Versions,0
CERTFR-2025-AVI-0486,Multiples vulnérabilités dans les produits Qnap (10 juin 2025),Avis,"Tue, 10 Jun 2025 00:00:00 +0000",CVE-2025-26465,6.8,MEDIUM,CWE-390,0.45359,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0486/,"A vulnerability was found in OpenSSH when the VerifyHostKeyDNS option is enabled. A machine-in-the-middle attack can be performed by a malicious machine impersonating a legit server. This issue occurs due to how OpenSSH mishandles error codes in specific conditions when verifying the host key. For an attack to be considered successful, the attacker needs to manage to exhaust the client's memory resource first, turning the attack complexity high.",,,,0
CERTFR-2025-AVI-0486,Multiples vulnérabilités dans les produits Qnap (10 juin 2025),Avis,"Tue, 10 Jun 2025 00:00:00 +0000",CVE-2025-26466,5.9,MEDIUM,CWE-770,0.492,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0486/,"A flaw was found in the OpenSSH package. For each ping packet the SSH server receives, a pong packet is allocated in a memory buffer and stored in a queue of packages. It is only freed when the server/client key exchange has finished. A malicious client may keep sending such packages, leading to an uncontrolled increase in memory consumption on the server side. Consequently, the server may become unavailable, resulting in a denial of service attack.",,,,0
CERTFR-2025-AVI-0486,Multiples vulnérabilités dans les produits Qnap (10 juin 2025),Avis,"Tue, 10 Jun 2025 00:00:00 +0000",CVE-2024-6387,8.1,HIGH,CWE-364,0.59088,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0486/,"A security regression (CVE-2006-5051) was discovered in OpenSSH's server (sshd). There is a race condition which can lead sshd to handle some signals in an unsafe manner. An unauthenticated, remote attacker may be able to trigger it by failing to authenticate within a set time period.",,,,0
CERTFR-2025-AVI-0494,Vulnérabilité dans Elastic Kibana (11 juin 2025),Avis,"Wed, 11 Jun 2025 00:00:00 +0000",CVE-2024-43706,7.6,HIGH,CWE-285,0.00043,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0494/,Improper authorization in Kibana can lead to privilege abuse via a direct HTTP request to a Synthetic monitor endpoint.,Elastic,Kibana,8.12.0,0
CERTFR-2025-AVI-0495,Multiples vulnérabilités dans les produits Adobe (11 juin 2025),Avis,"Wed, 11 Jun 2025 00:00:00 +0000",CVE-2025-43577,7.8,HIGH,CWE-416,0.00035,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0495/,"Acrobat Reader versions 24.001.30235, 20.005.30763, 25.001.20521 and earlier are affected by a Use After Free vulnerability that could result in arbitrary code execution in the context of the current user. Exploitation of this issue requires user interaction in that a victim must open a malicious file.",Adobe,Acrobat Reader,0,0
CERTFR-2025-AVI-0495,Multiples vulnérabilités dans les produits Adobe (11 juin 2025),Avis,"Wed, 11 Jun 2025 00:00:00 +0000",CVE-2025-43573,7.8,HIGH,CWE-416,0.00035,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0495/,"Acrobat Reader versions 24.001.30235, 20.005.30763, 25.001.20521 and earlier are affected by a Use After Free vulnerability that could result in arbitrary code execution in the context of the current user. Exploitation of this issue requires user interaction in that a victim must open a malicious file.",Adobe,Acrobat Reader,0,0
CERTFR-2025-AVI-0495,Multiples vulnérabilités dans les produits Adobe (11 juin 2025),Avis,"Wed, 11 Jun 2025 00:00:00 +0000",CVE-2025-43585,8.2,HIGH,CWE-285,0.00102,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0495/,"Adobe Commerce versions 2.4.8, 2.4.7-p5, 2.4.6-p10, 2.4.5-p12, 2.4.4-p13 and earlier are affected by an Improper Authorization vulnerability that could result in a Security feature bypass. An attacker could leverage this vulnerability to bypass security measures and gain unauthorized access leading to a limited impact to confidentiality and a high impact to integrity. Exploitation of this issue does not require user interaction.",Adobe,Adobe Commerce,0,0
CERTFR-2025-AVI-0495,Multiples vulnérabilités dans les produits Adobe (11 juin 2025),Avis,"Wed, 11 Jun 2025 00:00:00 +0000",CVE-2025-43578,5.5,MEDIUM,CWE-125,0.00024,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0495/,"Acrobat Reader versions 24.001.30235, 20.005.30763, 25.001.20521 and earlier are affected by an out-of-bounds read vulnerability that could lead to disclosure of sensitive memory. An attacker could leverage this vulnerability to bypass mitigations such as ASLR. Exploitation of this issue requires user interaction in that a victim must open a malicious file.",Adobe,Acrobat Reader,0,0
CERTFR-2025-AVI-0495,Multiples vulnérabilités dans les produits Adobe (11 juin 2025),Avis,"Wed, 11 Jun 2025 00:00:00 +0000",CVE-2025-43586,8.1,HIGH,CWE-284,0.00052,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0495/,"Adobe Commerce versions 2.4.8, 2.4.7-p5, 2.4.6-p10, 2.4.5-p12, 2.4.4-p13 and earlier are affected by an Improper Access Control vulnerability that could result in privilege escalation. A low privileged attacker could leverage this vulnerability to bypass security measures and gain unauthorized elevated access. Exploitation of this issue does not require user interaction.",Adobe,Adobe Commerce,0,0
CERTFR-2025-AVI-0495,Multiples vulnérabilités dans les produits Adobe (11 juin 2025),Avis,"Wed, 11 Jun 2025 00:00:00 +0000",CVE-2025-27206,5.3,MEDIUM,CWE-284,0.00122,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0495/,"Adobe Commerce versions 2.4.8, 2.4.7-p5, 2.4.6-p10, 2.4.5-p12, 2.4.4-p13 and earlier are affected by an Improper Access Control vulnerability that could result in a Security feature bypass. An attacker could leverage this vulnerability to bypass security measures and gain limited write access. Exploitation of this issue does not require user interaction.",Adobe,Adobe Commerce,0,0
CERTFR-2025-AVI-0495,Multiples vulnérabilités dans les produits Adobe (11 juin 2025),Avis,"Wed, 11 Jun 2025 00:00:00 +0000",CVE-2025-43550,7.8,HIGH,CWE-416,0.00035,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0495/,"Acrobat Reader versions 24.001.30235, 20.005.30763, 25.001.20521 and earlier are affected by a Use After Free vulnerability that could result in arbitrary code execution in the context of the current user. Exploitation of this issue requires user interaction in that a victim must open a malicious file.",Adobe,Acrobat Reader,0,0
CERTFR-2025-AVI-0495,Multiples vulnérabilités dans les produits Adobe (11 juin 2025),Avis,"Wed, 11 Jun 2025 00:00:00 +0000",CVE-2025-27207,6.5,MEDIUM,CWE-284,0.00052,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0495/,"Adobe Commerce versions 2.4.8, 2.4.7-p5, 2.4.6-p10, 2.4.5-p12, 2.4.4-p13 and earlier are affected by an Improper Access Control vulnerability that could result in privilege escalation. A low privileged attacker could leverage this vulnerability to bypass security measures and gain unauthorized read access. Exploitation of this issue does not require user interaction.",Adobe,Adobe Commerce,0,0
CERTFR-2025-AVI-0495,Multiples vulnérabilités dans les produits Adobe (11 juin 2025),Avis,"Wed, 11 Jun 2025 00:00:00 +0000",CVE-2025-43574,7.8,HIGH,CWE-416,0.00035,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0495/,"Acrobat Reader versions 24.001.30235, 20.005.30763, 25.001.20521 and earlier are affected by a Use After Free vulnerability that could result in arbitrary code execution in the context of the current user. Exploitation of this issue requires user interaction in that a victim must open a malicious file.",Adobe,Acrobat Reader,0,0
CERTFR-2025-AVI-0495,Multiples vulnérabilités dans les produits Adobe (11 juin 2025),Avis,"Wed, 11 Jun 2025 00:00:00 +0000",CVE-2025-43575,7.8,HIGH,CWE-787,0.00034,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0495/,"Acrobat Reader versions 24.001.30235, 20.005.30763, 25.001.20521 and earlier are affected by an out-of-bounds write vulnerability that could result in arbitrary code execution in the context of the current user. Exploitation of this issue requires user interaction in that a victim must open a malicious file.",Adobe,Acrobat Reader,0,0
CERTFR-2025-AVI-0495,Multiples vulnérabilités dans les produits Adobe (11 juin 2025),Avis,"Wed, 11 Jun 2025 00:00:00 +0000",CVE-2025-47111,5.5,MEDIUM,CWE-476,0.00019,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0495/,"Acrobat Reader versions 24.001.30235, 20.005.30763, 25.001.20521 and earlier are affected by a NULL Pointer Dereference vulnerability that could lead to application denial-of-service. An attacker could exploit this vulnerability to crash the application, causing a disruption in service. Exploitation of this issue requires user interaction in that a victim must open a malicious file.",Adobe,Acrobat Reader,0,0
CERTFR-2025-AVI-0495,Multiples vulnérabilités dans les produits Adobe (11 juin 2025),Avis,"Wed, 11 Jun 2025 00:00:00 +0000",CVE-2025-43576,7.8,HIGH,CWE-416,0.00035,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0495/,"Acrobat Reader versions 24.001.30235, 20.005.30763, 25.001.20521 and earlier are affected by a Use After Free vulnerability that could result in arbitrary code execution in the context of the current user. Exploitation of this issue requires user interaction in that a victim must open a malicious file.",Adobe,Acrobat Reader,0,0
CERTFR-2025-AVI-0495,Multiples vulnérabilités dans les produits Adobe (11 juin 2025),Avis,"Wed, 11 Jun 2025 00:00:00 +0000",CVE-2025-43579,5.5,MEDIUM,CWE-200,0.00065,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0495/,"Acrobat Reader versions 24.001.30235, 20.005.30763, 25.001.20521 and earlier are affected by an Information Exposure vulnerability that could result in a Security feature bypass. An attacker could leverage this vulnerability to gain unauthorized access to sensitive information. Exploitation of this issue does not require user interaction.",Adobe,Acrobat Reader,0,0
CERTFR-2025-AVI-0495,Multiples vulnérabilités dans les produits Adobe (11 juin 2025),Avis,"Wed, 11 Jun 2025 00:00:00 +0000",CVE-2025-47110,9.1,CRITICAL,CWE-79,0.00127,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0495/,"Adobe Commerce versions 2.4.8, 2.4.7-p5, 2.4.6-p10, 2.4.5-p12, 2.4.4-p13 and earlier are affected by a stored Cross-Site Scripting (XSS) vulnerability that could be abused by a high privileged attacker to inject malicious scripts into vulnerable form fields. Malicious JavaScript may be executed in a victim’s browser when they browse to the page containing the vulnerable field.",Adobe,Adobe Commerce,0,0
CERTFR-2025-AVI-0495,Multiples vulnérabilités dans les produits Adobe (11 juin 2025),Avis,"Wed, 11 Jun 2025 00:00:00 +0000",CVE-2025-47112,5.5,MEDIUM,CWE-125,0.00024,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0495/,"Acrobat Reader versions 24.001.30235, 20.005.30763, 25.001.20521 and earlier are affected by an out-of-bounds read vulnerability that could lead to disclosure of sensitive memory. An attacker could leverage this vulnerability to bypass mitigations such as ASLR. Exploitation of this issue requires user interaction in that a victim must open a malicious file.",Adobe,Acrobat Reader,0,0
CERTFR-2025-AVI-0496,Multiples vulnérabilités dans les produits Fortinet (11 juin 2025),Avis,"Wed, 11 Jun 2025 00:00:00 +0000",CVE-2024-32119,4.6,MEDIUM,CWE-1390,0.00012,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0496/,An improper authentication vulnerability [CWE-287] in Fortinet FortiClientEMS version 7.4.0 and before 7.2.4 allows an unauthenticated attacker with the knowledge of the targeted user's FCTUID and VDOM to perform operations such as uploading or tagging on behalf of the targeted user via specially crafted TCP requests.,Fortinet,FortiClientEMS,"7.4.0, 7.2.0, 7.0.0, 6.4.7, 6.4.0, 6.2.6, 6.2.0",0
CERTFR-2025-AVI-0496,Multiples vulnérabilités dans les produits Fortinet (11 juin 2025),Avis,"Wed, 11 Jun 2025 00:00:00 +0000",CVE-2023-48786,4.1,MEDIUM,CWE-918,0.00033,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0496/,A server-side request forgery vulnerability [CWE-918] in Fortinet FortiClientEMS version 7.4.0 through 7.4.2 and before 7.2.6 may allow an authenticated attacker to perform internal requests via crafted HTTP or HTTPS requests.,Fortinet,FortiClientEMS,"7.2.0, 7.0.0, 6.4.7, 6.4.0",0
CERTFR-2025-AVI-0496,Multiples vulnérabilités dans les produits Fortinet (11 juin 2025),Avis,"Wed, 11 Jun 2025 00:00:00 +0000",CVE-2024-50562,4.4,MEDIUM,CWE-613,0.00037,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0496/,"An Insufficient Session Expiration vulnerability [CWE-613] in FortiOS SSL-VPN version 7.6.0, version 7.4.6 and below, version 7.2.10 and below, 7.0 all versions, 6.4 all versions may allow an attacker in possession of a cookie used to log in the SSL-VPN portal to log in again, although the session has expired or was logged out.",Fortinet,FortiProxy,"7.6.0, 7.4.0, 7.2.0, 7.0.0, 2.0.0",0
CERTFR-2025-AVI-0496,Multiples vulnérabilités dans les produits Fortinet (11 juin 2025),Avis,"Wed, 11 Jun 2025 00:00:00 +0000",CVE-2025-22256,6.0,MEDIUM,CWE-280,0.00023,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0496/,"A improper handling of insufficient permissions or privileges in Fortinet FortiPAM 1.4.0 through 1.4.1, 1.3.0, 1.2.0, 1.1.0 through 1.1.2, 1.0.0 through 1.0.3, FortiSRA 1.4.0 through 1.4.1 allows attacker to improper access control via specially crafted HTTP requests",Fortinet,FortiSRA,1.4.0,0
CERTFR-2025-AVI-0496,Multiples vulnérabilités dans les produits Fortinet (11 juin 2025),Avis,"Wed, 11 Jun 2025 00:00:00 +0000",CVE-2023-29184,3.1,LOW,CWE-459,0.00016,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0496/,An incomplete cleanup vulnerability [CWE-459] in FortiOS 7.2 all versions and before  & FortiProxy version 7.2.0 through 7.2.2 and before 7.0.8 allows a VDOM privileged attacker to add SSH key files on the system silently via crafted CLI requests.,Fortinet,FortiOS,"7.2.0, 7.0.0, 6.4.0, 6.2.0",0
CERTFR-2025-AVI-0496,Multiples vulnérabilités dans les produits Fortinet (11 juin 2025),Avis,"Wed, 11 Jun 2025 00:00:00 +0000",CVE-2024-54019,4.4,MEDIUM,CWE-297,0.00021,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0496/,"A improper validation of certificate with host mismatch in Fortinet FortiClientWindows version 7.4.0, versions 7.2.0 through 7.2.6, and 7.0 all versions allow an unauthorized attacker to redirect VPN connections via DNS spoofing or another form of redirection.",Fortinet,FortiClientWindows,"7.4.0, 7.2.0, 7.0.0",0
CERTFR-2025-AVI-0496,Multiples vulnérabilités dans les produits Fortinet (11 juin 2025),Avis,"Wed, 11 Jun 2025 00:00:00 +0000",CVE-2025-24471,6.0,MEDIUM,CWE-295,0.00025,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0496/,"An Improper Certificate Validation vulnerability [CWE-295] in FortiOS version 7.6.1 and below, version 7.4.7 and below may allow an EAP verified remote user to connect from FortiClient via revoked certificate.",Fortinet,FortiOS,"7.6.0, 7.4.0",0
CERTFR-2025-AVI-0496,Multiples vulnérabilités dans les produits Fortinet (11 juin 2025),Avis,"Wed, 11 Jun 2025 00:00:00 +0000",CVE-2025-31104,7.0,HIGH,CWE-78,0.00224,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0496/,"An Improper Neutralization of Special Elements used in an OS Command ('OS Command Injection') vulnerability [CWE-78] in FortiADC 7.6.0 through 7.6.1, 7.4.0 through 7.4.6, 7.2.0 through 7.2.7, 7.1.0 through 7.1.4, 7.0 all versions, 6.2 all versions, 6.1 all versions may allow an authenticated attacker to execute unauthorized code via crafted HTTP requests.",Fortinet,FortiADC,"7.6.0, 7.4.0, 7.2.0, 7.1.0, 7.0.0, 6.2.0, 6.1.0",0
CERTFR-2025-AVI-0496,Multiples vulnérabilités dans les produits Fortinet (11 juin 2025),Avis,"Wed, 11 Jun 2025 00:00:00 +0000",CVE-2024-45329,3.9,LOW,CWE-639,0.0003,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0496/,"A authorization bypass through user-controlled key in Fortinet FortiPortal versions 7.4.0, versions 7.2.0 through 7.2.5, and versions 7.0.0 through 7.0.8 may allow an authenticated attacker to view unauthorized device information via key modification in API requests.",Fortinet,FortiPortal,"7.4.0, 7.2.0, 7.0.0",0
CERTFR-2025-AVI-0496,Multiples vulnérabilités dans les produits Fortinet (11 juin 2025),Avis,"Wed, 11 Jun 2025 00:00:00 +0000",CVE-2024-50568,5.6,MEDIUM,CWE-300,7e-05,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0496/,"A channel accessible by non-endpoint vulnerability [CWE-300] in Fortinet FortiOS version 7.4.0 through 7.4.3, 7.2.0 through 7.2.7 and before 7.0.14 & FortiProxy version 7.4.0 through 7.4.3, 7.2.0 through 7.2.9 and before 7.0.16 allows an unauthenticated attacker with the knowledge of device specific data to spoof the identity of a downstream device of the security fabric via crafted TCP requests.",Fortinet,FortiProxy,"7.4.0, 7.2.0, 7.0.0",0
CERTFR-2025-AVI-0496,Multiples vulnérabilités dans les produits Fortinet (11 juin 2025),Avis,"Wed, 11 Jun 2025 00:00:00 +0000",CVE-2025-25250,3.9,LOW,CWE-200,0.00033,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0496/,"An Exposure of Sensitive Information to an Unauthorized Actor vulnerability [CWE-200] in FortiOS version 7.6.0, version 7.4.7 and below, 7.2 all versions, 7.0 all versions, 6.4 all versions SSL-VPN web-mode may allow an authenticated user to access full SSL-VPN settings via crafted URL.",Fortinet,FortiOS,"7.6.0, 7.4.0, 7.2.0, 7.0.0, 6.4.0",0
CERTFR-2025-AVI-0496,Multiples vulnérabilités dans les produits Fortinet (11 juin 2025),Avis,"Wed, 11 Jun 2025 00:00:00 +0000",CVE-2025-22251,3.0,LOW,CWE-923,0.00017,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0496/,"An improper restriction of communication channel to intended endpoints vulnerability [CWE-923] in FortiOS 7.6.0, 7.4.0 through 7.4.5, 7.2 all versions, 7.0 all versions, 6.4 all versions may allow an unauthenticated attacker to inject unauthorized sessions via crafted FGSP session synchronization packets.",Fortinet,FortiOS,"7.6.0, 7.4.0, 7.2.0, 7.0.0, 6.4.0",0
CERTFR-2025-AVI-0496,Multiples vulnérabilités dans les produits Fortinet (11 juin 2025),Avis,"Wed, 11 Jun 2025 00:00:00 +0000",CVE-2025-22254,6.5,MEDIUM,CWE-269,0.00054,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0496/,"An Improper Privilege Management vulnerability [CWE-269] affecting Fortinet FortiOS version 7.6.0 through 7.6.1, 7.4.0 through 7.4.6, 7.2.0 through 7.2.10, 7.0.0 through 7.0.16 and before 6.4.15, FortiProxy version 7.6.0 through 7.6.1 and before 7.4.7 & FortiWeb version 7.6.0 through 7.6.1 and before 7.4.6 allows an authenticated attacker with at least read-only admin permissions to gain super-admin privileges via crafted requests to Node.js websocket module.",Fortinet,FortiProxy,"7.6.0, 7.4.0",0
CERTFR-2025-AVI-0490,Multiples vulnérabilités dans Ivanti Workspace Control (IWC) (11 juin 2025),Avis,"Wed, 11 Jun 2025 00:00:00 +0000",CVE-2025-22455,8.8,HIGH,CWE-321,0.00032,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0490/,A hardcoded key in Ivanti Workspace Control before version 10.19.0.0 allows a local authenticated attacker to decrypt stored SQL credentials.,Ivanti,Workspace Control,,0
CERTFR-2025-AVI-0490,Multiples vulnérabilités dans Ivanti Workspace Control (IWC) (11 juin 2025),Avis,"Wed, 11 Jun 2025 00:00:00 +0000",CVE-2025-22463,7.3,HIGH,CWE-321,0.00033,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0490/,A hardcoded key in Ivanti Workspace Control before version 10.19.10.0 allows a local authenticated attacker to decrypt the stored environment password.,Ivanti,Workspace Control,,0
CERTFR-2025-AVI-0490,Multiples vulnérabilités dans Ivanti Workspace Control (IWC) (11 juin 2025),Avis,"Wed, 11 Jun 2025 00:00:00 +0000",CVE-2025-5353,8.8,HIGH,CWE-321,0.00032,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0490/,A hardcoded key in Ivanti Workspace Control before version 10.19.10.0 allows a local authenticated attacker to decrypt stored SQL credentials.,Ivanti,Workspace Control,,0
CERTFR-2025-AVI-0493,Multiples vulnérabilités dans les produits Centreon (11 juin 2025),Avis,"Wed, 11 Jun 2025 00:00:00 +0000",CVE-2024-55573,9.1,CRITICAL,Non disponible,0.00028,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0493/,"An issue was discovered in Centreon centreon-web 24.10.x before 24.10.3, 24.04.x before 24.04.9, 23.10.x before 23.10.19, 23.04.x before 23.04.24. A user with high privileges is able to inject SQL into the form used to create virtual metrics.",,,,0
CERTFR-2025-AVI-0493,Multiples vulnérabilités dans les produits Centreon (11 juin 2025),Avis,"Wed, 11 Jun 2025 00:00:00 +0000",CVE-2023-28447,7.1,HIGH,CWE-79,0.00407,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0493/,"Smarty is a template engine for PHP. In affected versions smarty did not properly escape javascript code. An attacker could exploit this vulnerability to execute arbitrary JavaScript code in the context of the user's browser session. This may lead to unauthorized access to sensitive user data, manipulation of the web application's behavior, or unauthorized actions performed on behalf of the user. Users are advised to upgrade to either version 3.1.48 or to 4.3.1 to resolve this issue. There are no known workarounds for this vulnerability.",smarty-php,smarty,">= 4.0.0, < 4.3.1, < 3.1.48",0
CERTFR-2025-AVI-0492,Multiples vulnérabilités dans les produits Siemens (11 juin 2025),Avis,"Wed, 11 Jun 2025 00:00:00 +0000",CVE-2024-41797,4.3,MEDIUM,CWE-269,0.00073,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0492/,"A vulnerability has been identified in RUGGEDCOM RST2428P (6GK6242-6PA00) (All versions < V3.1), SCALANCE XC316-8 (6GK5324-8TS00-2AC2) (All versions < V3.1), SCALANCE XC324-4 (6GK5328-4TS00-2AC2) (All versions < V3.1), SCALANCE XC324-4 EEC (6GK5328-4TS00-2EC2) (All versions < V3.1), SCALANCE XC332 (6GK5332-0GA00-2AC2) (All versions < V3.1), SCALANCE XC416-8 (6GK5424-8TR00-2AC2) (All versions < V3.1), SCALANCE XC424-4 (6GK5428-4TR00-2AC2) (All versions < V3.1), SCALANCE XC432 (6GK5432-0GR00-2AC2) (All versions < V3.1), SCALANCE XCH328 (6GK5328-4TS01-2EC2) (All versions < V3.1), SCALANCE XCM324 (6GK5324-8TS01-2AC2) (All versions < V3.1), SCALANCE XCM328 (6GK5328-4TS01-2AC2) (All versions < V3.1), SCALANCE XCM332 (6GK5332-0GA01-2AC2) (All versions < V3.1), SCALANCE XR302-32 (6GK5334-5TS00-2AR3) (All versions < V3.1), SCALANCE XR302-32 (6GK5334-5TS00-3AR3) (All versions < V3.1), SCALANCE XR302-32 (6GK5334-5TS00-4AR3) (All versions < V3.1), SCALANCE XR322-12 (6GK5334-3TS00-2AR3) (All versions < V3.1), SCALANCE XR322-12 (6GK5334-3TS00-3AR3) (All versions < V3.1), SCALANCE XR322-12 (6GK5334-3TS00-4AR3) (All versions < V3.1), SCALANCE XR326-8 (6GK5334-2TS00-2AR3) (All versions < V3.1), SCALANCE XR326-8 (6GK5334-2TS00-3AR3) (All versions < V3.1), SCALANCE XR326-8 (6GK5334-2TS00-4AR3) (All versions < V3.1), SCALANCE XR326-8 EEC (6GK5334-2TS00-2ER3) (All versions < V3.1), SCALANCE XR502-32 (6GK5534-5TR00-2AR3) (All versions < V3.1), SCALANCE XR502-32 (6GK5534-5TR00-3AR3) (All versions < V3.1), SCALANCE XR502-32 (6GK5534-5TR00-4AR3) (All versions < V3.1), SCALANCE XR522-12 (6GK5534-3TR00-2AR3) (All versions < V3.1), SCALANCE XR522-12 (6GK5534-3TR00-3AR3) (All versions < V3.1), SCALANCE XR522-12 (6GK5534-3TR00-4AR3) (All versions < V3.1), SCALANCE XR526-8 (6GK5534-2TR00-2AR3) (All versions < V3.1), SCALANCE XR526-8 (6GK5534-2TR00-3AR3) (All versions < V3.1), SCALANCE XR526-8 (6GK5534-2TR00-4AR3) (All versions < V3.1), SCALANCE XRH334 (24 V DC, 8xFO, CC) (6GK5334-2TS01-2ER3) (All versions < V3.1), SCALANCE XRM334 (230 V AC, 12xFO) (6GK5334-3TS01-3AR3) (All versions < V3.1), SCALANCE XRM334 (230 V AC, 8xFO) (6GK5334-2TS01-3AR3) (All versions < V3.1), SCALANCE XRM334 (230V AC, 2x10G, 24xSFP, 8xSFP+) (6GK5334-5TS01-3AR3) (All versions < V3.1), SCALANCE XRM334 (24 V DC, 12xFO) (6GK5334-3TS01-2AR3) (All versions < V3.1), SCALANCE XRM334 (24 V DC, 8xFO) (6GK5334-2TS01-2AR3) (All versions < V3.1), SCALANCE XRM334 (24V DC, 2x10G, 24xSFP, 8xSFP+) (6GK5334-5TS01-2AR3) (All versions < V3.1), SCALANCE XRM334 (2x230 V AC, 12xFO) (6GK5334-3TS01-4AR3) (All versions < V3.1), SCALANCE XRM334 (2x230 V AC, 8xFO) (6GK5334-2TS01-4AR3) (All versions < V3.1), SCALANCE XRM334 (2x230V AC, 2x10G, 24xSFP, 8xSFP+) (6GK5334-5TS01-4AR3) (All versions < V3.1). Affected devices contain an incorrect authorization check vulnerability. This could allow an authenticated remote attacker with ""guest"" role to invoke an internal ""do system"" command which exceeds their privileges. This command allows the execution of certain low-risk actions, the most critical of which is clearing the local system log.",Siemens,"SCALANCE XRM334 (2x230V AC, 2x10G, 24xSFP, 8xSFP+)",0,0
CERTFR-2025-AVI-0492,Multiples vulnérabilités dans les produits Siemens (11 juin 2025),Avis,"Wed, 11 Jun 2025 00:00:00 +0000",CVE-2025-26465,6.8,MEDIUM,CWE-390,0.45359,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0492/,"A vulnerability was found in OpenSSH when the VerifyHostKeyDNS option is enabled. A machine-in-the-middle attack can be performed by a malicious machine impersonating a legit server. This issue occurs due to how OpenSSH mishandles error codes in specific conditions when verifying the host key. For an attack to be considered successful, the attacker needs to manage to exhaust the client's memory resource first, turning the attack complexity high.",,,,0
CERTFR-2025-AVI-0492,Multiples vulnérabilités dans les produits Siemens (11 juin 2025),Avis,"Wed, 11 Jun 2025 00:00:00 +0000",CVE-2023-6780,5.3,MEDIUM,CWE-131,0.00148,https://www.cert.ssi.gouv.fr/avis/CERTFR-2025-AVI-0492/,"An integer overflow was found in the __vsyslog_internal function of the glibc library. This function is called by the syslog and vsyslog functions. This issue occurs when these functions are called with a very long message, leading to an incorrect calculation of the buffer size to store the message, resulting in undefined behavior. This issue affects glibc 2.37 and newer.",,glibc,,0
